SCIENTIFIC_NAME,COMMON_NAME,TAXON_ID,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES
Panyptila cayennensis,Lesser Swallow-tailed Swift,TC003874,lstswi1,species,8355.0,,PACA,LSTS
Panyptila sanctihieronymi,Great Swallow-tailed Swift,TC003875,gstswi1,species,8358.0,,PASA,GSTS
Cypsiurus balasiensis,Asian Palm-Swift,TC003876,aspswi1,species,8359.0,ASPS APSW,CYBA,
Cypsiurus parvus,African Palm-Swift,TC003877,afpswi1,species,8364.0,AFPS APSW,CYPA,
Tachornis phoenicobia,Antillean Palm-Swift,TC003878,anpswi,species,8373.0,APSW,TAPH,ANPS
Tachornis furcata,Pygmy Swift,TC003879,pygswi1,species,8376.0,PPSW PYSW,TAFU,
Tachornis squamata,Fork-tailed Palm-Swift,TC003880,ftpswi1,species,8379.0,NPSW FTPS,TASQ,
Hemiprocne coronata,Crested Treeswift,TC003884,cretre1,species,8385.0,CRTR,HECO,
Hemiprocne longipennis,Gray-rumped Treeswift,TC003885,gyrtre1,species,8386.0,GRTR,HELO,
Hemiprocne comata,Whiskered Treeswift,TC003886,whitre1,species,8391.0,WHTR,HECO,
Hemiprocne mystacea,Moustached Treeswift,TC003887,moutre1,species,8394.0,MOTR,HEMY,
Topaza pella,Crimson Topaz,TC003888,critop1,species,8396.0,CRTO,TOPE,
Topaza pyra,Fiery Topaz,TC003889,fietop1,species,8398.0,FITO,TOPY,
Florisuga mellivora,White-necked Jacobin,TC003890,whnjac1,species,8400.0,,FLME,WNJA
Florisuga fusca,Black Jacobin,TC003891,blkjac1,species,8402.0,BLJA,FLFU,
Eutoxeres aquila,White-tipped Sicklebill,TC003892,whtsic1,species,8404.0,,EUAQ,WTSI
Eutoxeres condamini,Buff-tailed Sicklebill,TC003893,butsic1,species,8406.0,BTSI,EUCO,
Ramphodon naevius,Saw-billed Hermit,TC003894,sabher1,species,8408.0,SBHE,RANA,
Glaucis dohrnii,Hook-billed Hermit,TC003895,hobher2,species,8410.0,HBHE,GLDO,
Glaucis aeneus,Bronzy Hermit,TC003896,broher,species,8412.0,,GLAE,BRHE
Glaucis hirsutus,Rufous-breasted Hermit,TC003897,rubher,species,8414.0,,GLHI,RBHE
Threnetes ruckeri,Band-tailed Barbthroat,TC003898,batbar1,species,8416.0,,THRU,BTBA
Threnetes leucurus,Pale-tailed Barbthroat,TC003899,patbar1,species,8418.0,PTBA,THLE,
Threnetes niger,Sooty Barbthroat,TC003900,soobar1,species,8420.0,SOBA,THNI,
Anopetia gounellei,Broad-tipped Hermit,TC003901,brther2,species,8422.0,BTHE,ANGO,
Phaethornis hispidus,White-bearded Hermit,TC003902,whbher1,species,8424.0,WBHE,PHHI,
Phaethornis yaruqui,White-whiskered Hermit,TC003903,whwher1,species,8426.0,WWHE,PHYA,
Phaethornis guy,Green Hermit,TC003904,greher1,species,8428.0,GRHE,PHGU,GREH
Phaethornis syrmatophorus,Tawny-bellied Hermit,TC003905,tabher1,species,8430.0,TBHE,PHSY,
Phaethornis koepckeae,Koepcke's Hermit,TC003906,koeher1,species,8432.0,KOHE,PHKO,
Phaethornis philippii,Needle-billed Hermit,TC003907,nebher1,species,8434.0,NBHE,PHPH,
Phaethornis bourcieri,Straight-billed Hermit,TC003908,stbher1,species,8436.0,SBHE,PHBO,
Phaethornis longirostris,Long-billed Hermit,TC003909,lobher,species,8438.0,LBHE,PHLO,LBIH
Phaethornis mexicanus,Mexican Hermit,TC014680,mexher1,species,8442.2,MEHE,PHME,
Phaethornis superciliosus,Long-tailed Hermit,TC003914,lother1,species,8448.0,LTHE,PHSU,
Phaethornis malaris,Great-billed Hermit,TC003916,grbher1,species,8452.0,GBHE,PHMA,
Phaethornis anthophilus,Pale-bellied Hermit,TC003918,pabher1,species,8456.0,,PHAN,PBHE
Phaethornis squalidus,Dusky-throated Hermit,TC003919,duther1,species,8458.0,DTHE,PHSQ,
Phaethornis rupurumii,Streak-throated Hermit,TC003920,stther1,species,8460.0,STHE,PHRU,
Phaethornis longuemareus,Little Hermit,TC003921,lither2,species,8462.0,LIHE,PHLO,
Phaethornis aethopygus,Tapajos Hermit,TC003922,lither3,species,8464.0,TAHE,PHAE,
Phaethornis idaliae,Minute Hermit,TC003923,minher1,species,8466.0,MIHE,PHID,
Phaethornis nattereri,Cinnamon-throated Hermit,TC003924,cither1,species,8468.0,CTHE,PHNA,
Phaethornis atrimentalis,Black-throated Hermit,TC003925,bkther1,species,8470.0,BTHE,PHAT,
Phaethornis striigularis,Stripe-throated Hermit,TC003926,stther2,species,8472.0,STHE,PHST,STHR
Phaethornis griseogularis,Gray-chinned Hermit,TC003927,gycher1,species,8474.0,GCHE,PHGR,
Phaethornis ruber,Reddish Hermit,TC003928,redher1,species,8476.0,REHE,PHRU,
Phaethornis stuarti,White-browed Hermit,TC003929,whbher3,species,8478.0,WBHE,PHST,
Phaethornis subochraceus,Buff-bellied Hermit,TC003930,bubher1,species,8480.0,BBHE,PHSU,
Phaethornis augusti,Sooty-capped Hermit,TC003931,socher1,species,8482.0,SCHE,PHAU,
Phaethornis pretrei,Planalto Hermit,TC003932,plaher1,species,8484.0,PLHE,PHPR,
Phaethornis eurynome,Scale-throated Hermit,TC003933,scther1,species,8486.0,STHE,PHEU,
Doryfera ludovicae,Green-fronted Lancebill,TC003935,grflan1,species,8490.0,GFLA,DOLU,GFRL
Doryfera johannae,Blue-fronted Lancebill,TC003936,blflan1,species,8492.0,BFLA,DOJO,
Schistes geoffroyi,Wedge-billed Hummingbird,TC003937,webhum2,species,8494.0,WBHU,SCGE,
Augastes scutatus,Hyacinth Visorbearer,TC003938,hyavis1,species,8496.0,HYVI,AUSC,
Augastes lumachella,Hooded Visorbearer,TC003939,hoovis2,species,8498.0,HOVI,AULU,
Colibri delphinae,Brown Violetear,TC003940,brvear1,species,8500.0,,CODE,BRVI
Colibri thalassinus,Green Violetear,TC003941,gnvear,species,8502.0,GRVI,COTH,GREV
Colibri coruscans,Sparkling Violetear,TC003945,spvear1,species,8510.0,SPVI,COCO,
Colibri serrirostris,White-vented Violetear,TC003946,wvvear1,species,8512.0,WVVI,COSE,
Androdon aequatorialis,Tooth-billed Hummingbird,TC003947,tobhum1,species,8514.0,,ANAE,TBHU
Heliactin bilophus,Horned Sungem,TC003948,horsun2,species,8516.0,HOSU,HEBI,
Heliothryx barroti,Purple-crowned Fairy,TC003949,pucfai1,species,8518.0,,HEBA,PCFA
Heliothryx auritus,Black-eared Fairy,TC003950,bkefai1,species,8520.0,BEFA,HEAU,
Polytmus guainumbi,White-tailed Goldenthroat,TC003951,whtgol1,species,8522.0,WTGO,POGU,
Polytmus milleri,Tepui Goldenthroat,TC003952,tepgol1,species,8525.0,TEGO,POMI,
Polytmus theresiae,Green-tailed Goldenthroat,TC003953,grtgol1,species,8525.5,GTGO,POTH,
Avocettula recurvirostris,Fiery-tailed Awlbill,TC003954,fitawl1,species,8528.0,FTAW,AVRE,
Chrysolampis mosquitus,Ruby-topaz Hummingbird,TC003955,ruthum1,species,8530.0,RTHU,CHMO,RTOH
Anthracothorax viridigula,Green-throated Mango,TC003956,grtman1,species,8532.0,GTMA,ANVI,
Anthracothorax prevostii,Green-breasted Mango,TC003957,gnbman,species,8534.0,GBMA,ANPR,GNBM
Anthracothorax nigricollis,Black-throated Mango,TC003960,bltman1,species,8540.0,,ANNI,BTMA
Anthracothorax veraguensis,Veraguan Mango,TC003961,verman1,species,8542.0,,ANVE,VEMA
Anthracothorax dominicus,Antillean Mango,TC003962,antman1,species,8544.0,,ANDO,ANMA
Anthracothorax viridis,Green Mango,TC003963,greman1,species,8546.0,GRMA,ANVI,GMAG
Anthracothorax mango,Jamaican Mango,TC003964,jamman1,species,8548.0,,ANMA,JAMA
Eulampis jugularis,Purple-throated Carib,TC003966,putcar1,species,8552.0,,EUJU,PTCA
Eulampis holosericeus,Green-throated Carib,TC003967,grtcar1,species,8554.0,,EUHO,GTCA
Heliangelus mavors,Orange-throated Sunangel,TC003968,ortsun1,species,8556.0,OTSU,HEMA,
Heliangelus amethysticollis,Amethyst-throated Sunangel,TC003969,amtsun1,species,8558.0,ATSU,HEAM,
Heliangelus strophianus,Gorgeted Sunangel,TC003972,gorsun1,species,8564.0,GOSU,HEST,
Heliangelus exortis,Tourmaline Sunangel,TC003973,tousun1,species,8566.0,TOSU,HEEX,
Heliangelus micraster,Little Sunangel,TC003974,litsun1,species,8568.0,LISU FTSU,HEMI,
Heliangelus viola,Purple-throated Sunangel,TC003975,putsun1,species,8570.0,PTSU,HEVI,
Heliangelus zusii,Bogota Sunangel,TC003976,bogsun2,species,8572.0,BOSU,HEZU,
Heliangelus regalis,Royal Sunangel,TC003977,roysun1,species,8574.0,ROSU,HERE,
Sephanoides sephaniodes,Green-backed Firecrown,TC003978,grbfir1,species,8576.0,GBFI,SESE,
Sephanoides fernandensis,Juan Fernandez Firecrown,TC003979,juffir1,species,8578.0,JFFI,SEFE,
Discosura popelairii,Wire-crested Thorntail,TC003980,wictho2,species,8580.0,WCTH,DIPO,
Discosura langsdorffi,Black-bellied Thorntail,TC003981,bkbtho1,species,8582.0,BBTH,DILA,
Discosura letitiae,Coppery Thorntail,TC003982,coptho2,species,8584.0,COTH LETH,DILE,
Discosura conversii,Green Thorntail,TC003983,gretho1,species,8586.0,GRTH,DICO,GRET
Discosura longicaudus,Racket-tailed Coquette,TC003984,ratcoq2,species,8588.0,RTCO,DILO,
Lophornis ornatus,Tufted Coquette,TC003985,tufcoq1,species,8602.0,TUCO,LOOR,
Lophornis gouldii,Dot-eared Coquette,TC003986,doecoq1,species,8603.0,DECO,LOGO,
Lophornis magnificus,Frilled Coquette,TC003987,fricoq1,species,8604.0,FRCO,LOMA,
Lophornis brachylophus,Short-crested Coquette,TC003988,shccoq,species,8605.0,,LOBR,SCCO
Lophornis delattrei,Rufous-crested Coquette,TC003989,ruccoq1,species,8606.0,RCCO,LODE,RCRC
Lophornis stictolophus,Spangled Coquette,TC003990,spacoq1,species,8609.0,SPCO,LOST,
Lophornis chalybeus,Festive Coquette,TC003991,fescoq1,species,8610.0,FECO,LOCH,
Lophornis pavoninus,Peacock Coquette,TC003992,peacoq1,species,8614.0,PECO,LOPA,
Lophornis helenae,Black-crested Coquette,TC003993,blccoq1,species,8617.0,,LOHE,BCCO
Lophornis adorabilis,White-crested Coquette,TC003994,whccoq1,species,8618.0,,LOAD,WCCO
Phlogophilus hemileucurus,Ecuadorian Piedtail,TC003995,ecupie1,species,8620.0,ECPI,PHHE,
Phlogophilus harterti,Peruvian Piedtail,TC003996,perpie1,species,8622.0,PEPI,PHHA,
Adelomyia melanogenys,Speckled Hummingbird,TC003997,spehum1,species,8624.0,SPHU,ADME,
Anthocephala floriceps,Santa Marta Blossomcrown,TC014684,samblo1,species,8624.2,SMBL,ANFL,
Anthocephala berlepschi,Tolima Blossomcrown,TC014685,tolblo1,species,8624.4,TOBL,ANBE,
Aglaiocercus kingii,Long-tailed Sylph,TC003999,lotsyl1,species,8628.0,LTSY,AGKI,
Aglaiocercus coelestis,Violet-tailed Sylph,TC004000,vitsyl1,species,8630.0,VTSY,AGCO,
Aglaiocercus berlepschi,Venezuelan Sylph,TC004001,vensyl1,species,8632.0,VESY,AGBE,
Sappho sparganurus,Red-tailed Comet,TC004002,retcom1,species,8634.0,RTCO,SASP,
Polyonymus caroli,Bronze-tailed Comet,TC004003,brtcom1,species,8636.0,BTCO,POCA,
Taphrolesbia griseiventris,Gray-bellied Comet,TC004004,gybcom1,species,8638.0,GBCO,TAGR,
Oreotrochilus chimborazo,Ecuadorian Hillstar,TC004005,ecuhil1,species,8640.0,ECHI,ORCH,
Oreotrochilus estella,Andean Hillstar,TC004006,andhil1,species,8642.0,ANHI,ORES,
Oreotrochilus leucopleurus,White-sided Hillstar,TC004009,whshil1,species,8648.0,WSHI,ORLE,
Oreotrochilus melanogaster,Black-breasted Hillstar,TC004010,blbhil1,species,8650.0,BBHI,ORME,
Oreotrochilus adela,Wedge-tailed Hillstar,TC004011,wethil1,species,8652.0,WTHI,ORAD,
Opisthoprora euryptera,Mountain Avocetbill,TC004012,mouavo1,species,8654.0,MOAV,OPEU,
Lesbia victoriae,Black-tailed Trainbearer,TC004013,blttra1,species,8656.0,BTTR,LEVI,
Lesbia nuna,Green-tailed Trainbearer,TC004014,grttra1,species,8658.0,GTTR,LENU,
Ramphomicron dorsale,Black-backed Thornbill,TC004015,blbtho1,species,8660.0,BBTH,RADO,
Ramphomicron microrhynchum,Purple-backed Thornbill,TC004016,pubtho1,species,8662.0,PBTH,RAMI,
Chalcostigma ruficeps,Rufous-capped Thornbill,TC004017,ructho1,species,8664.0,RCTH,CHRU,
Chalcostigma olivaceum,Olivaceous Thornbill,TC004018,olitho1,species,8666.0,OLTH,CHOL,
Chalcostigma stanleyi,Blue-mantled Thornbill,TC004019,blmtho1,species,8668.0,BMTH,CHST,
Chalcostigma heteropogon,Bronze-tailed Thornbill,TC004020,brttho1,species,8670.0,BTTH,CHHE,
Chalcostigma herrani,Rainbow-bearded Thornbill,TC004021,rabtho1,species,8672.0,RBTH,CHHE,
Oxypogon stubelii,Buffy Helmetcrest,TC013981,bufhel1,species,8674.3,BUHE,OXST,
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,TC013982,bubhel1,species,8674.6,BBHE,OXCY,
Oxypogon lindenii,White-bearded Helmetcrest,TC013983,whbhel1,species,8675.0,WBHE,OXLI,
Oxypogon guerinii,Green-bearded Helmetcrest,TC013984,gnbhel1,species,8675.5,GBHE,OXGU,
Oreonympha nobilis,Bearded Mountaineer,TC004023,beamou1,species,8676.0,BEMO,ORNO,
Metallura iracunda,Perija Metaltail,TC004024,permet1,species,8678.0,PEME,MEIR,
Metallura tyrianthina,Tyrian Metaltail,TC004025,tyrmet1,species,8680.0,TYME,METY,
Metallura williami,Viridian Metaltail,TC004026,virmet1,species,8682.0,VIME,MEWI,
Metallura baroni,Violet-throated Metaltail,TC004027,vitmet1,species,8684.0,VTME,MEBA,
Metallura odomae,Neblina Metaltail,TC004028,nebmet1,species,8686.0,NEME,MEOD,
Metallura theresiae,Coppery Metaltail,TC004029,copmet1,species,8688.0,COME,METH,
Metallura eupogon,Fire-throated Metaltail,TC004030,fitmet1,species,8690.0,FTME,MEEU,
Metallura aeneocauda,Scaled Metaltail,TC004031,scamet1,species,8692.0,SCME,MEAE,
Metallura phoebe,Black Metaltail,TC004032,blamet1,species,8694.0,BLME,MEPH,
Haplophaedia aureliae,Greenish Puffleg,TC004033,grepuf1,species,8696.0,,HAAU,GRPU
Haplophaedia assimilis,Buff-thighed Puffleg,TC004034,butpuf1,species,8698.0,BTPU,HAAS,
Haplophaedia lugens,Hoary Puffleg,TC004035,hoapuf1,species,8700.0,HOPU,HALU,
Eriocnemis nigrivestis,Black-breasted Puffleg,TC004036,blbpuf3,species,8702.0,BBPU,ERNI,
Eriocnemis isabellae,Gorgeted Puffleg,TC004037,gorpuf1,species,8704.0,GOPU,ERIS,
Eriocnemis vestita,Glowing Puffleg,TC004038,glopuf2,species,8706.0,GLPU,ERVE,
Eriocnemis derbyi,Black-thighed Puffleg,TC004039,bltpuf1,species,8708.0,BTPU,ERDE,
Eriocnemis godini,Turquoise-throated Puffleg,TC004040,tutpuf1,species,8710.0,TTPU,ERGO,
Eriocnemis cupreoventris,Coppery-bellied Puffleg,TC004041,cobpuf1,species,8712.0,CBPU,ERCU,
Eriocnemis luciani,Sapphire-vented Puffleg,TC004042,savpuf1,species,8714.0,SVPU,ERLU,
Eriocnemis mosquera,Golden-breasted Puffleg,TC004045,gobpuf1,species,8720.0,GBPU,ERMO,
Eriocnemis glaucopoides,Blue-capped Puffleg,TC004046,blcpuf1,species,8722.0,BCPU,ERGL,
Eriocnemis mirabilis,Colorful Puffleg,TC004047,colpuf2,species,8724.0,COPU,ERMI,
Eriocnemis aline,Emerald-bellied Puffleg,TC004048,embpuf1,species,8726.0,EBPU,ERAL,
Loddigesia mirabilis,Marvelous Spatuletail,TC004049,marspa1,species,8728.0,MASP,LOMI,
Aglaeactis cupripennis,Shining Sunbeam,TC004050,shisun1,species,8730.0,SHSU,AGCU,
Aglaeactis castelnaudii,White-tufted Sunbeam,TC004051,whtsun1,species,8732.0,WTSU,AGCA,
Aglaeactis aliciae,Purple-backed Sunbeam,TC004052,pubsun1,species,8734.0,PBSU,AGAL,
Aglaeactis pamela,Black-hooded Sunbeam,TC004053,blhsun1,species,8736.0,BHSU,AGPA,
Coeligena coeligena,Bronzy Inca,TC004054,broinc1,species,8738.0,BRIN,COCO,
Coeligena wilsoni,Brown Inca,TC004055,broinc2,species,8740.0,BRIN,COWI,
Coeligena prunellei,Black Inca,TC004056,blainc1,species,8742.0,BLIN,COPR,
Coeligena torquata,Collared Inca,TC004057,colinc1,species,8744.0,COIN,COTO,
Coeligena violifer,Violet-throated Starfrontlet,TC004067,vitsta1,species,8750.0,VTST,COVI,
Coeligena iris,Rainbow Starfrontlet,TC004068,raista1,species,8757.0,RAST,COIR,
Coeligena phalerata,White-tailed Starfrontlet,TC004060,whtsta1,species,8764.4,WTST,COPH,
Coeligena orina,Dusky Starfrontlet,TC004061,dussta1,species,8764.8,DUST,COOR,
Coeligena lutetiae,Buff-winged Starfrontlet,TC004066,buwsta1,species,8765.0,BWST,COLU,
Coeligena bonapartei,Golden-bellied Starfrontlet,TC004062,gobsta1,species,8765.4,GBST,COBO,
Coeligena helianthea,Blue-throated Starfrontlet,TC004065,bltsta1,species,8766.8,BTST,COHE,
Lafresnaya lafresnayi,Mountain Velvetbreast,TC004069,mouvel1,species,8768.0,MOVE,LALA,
Ensifera ensifera,Sword-billed Hummingbird,TC004070,swbhum1,species,8770.0,SBHU,ENEN,
Pterophanes cyanopterus,Great Sapphirewing,TC004071,gresap1,species,8772.0,GRSA,PTCY,
Boissonneaua flavescens,Buff-tailed Coronet,TC004072,butcor1,species,8774.0,BTCO,BOFL,
Boissonneaua matthewsii,Chestnut-breasted Coronet,TC004073,chbcor1,species,8776.0,CBCO,BOMA,
Boissonneaua jardini,Velvet-purple Coronet,TC004074,vepcor1,species,8778.0,VPCO,BOJA,
Ocreatus underwoodii,Booted Racket-tail,TC004075,bortai1,species,8780.0,BRTA BORT,OCUN,
Urochroa bougueri,White-tailed Hillstar,TC004076,whthil1,species,8782.0,WTHI,URBO,
Urosticte benjamini,Purple-bibbed Whitetip,TC004077,pubwhi1,species,8784.0,PBWH,URBE,
Urosticte ruficrissa,Rufous-vented Whitetip,TC004078,ruvwhi1,species,8786.0,RVWH,URRU,
Heliodoxa xanthogonys,Velvet-browed Brilliant,TC004079,vebbri1,species,8788.0,VBBR,HEXA,
Heliodoxa gularis,Pink-throated Brilliant,TC004080,pitbri1,species,8790.0,PTBR,HEGU,
Heliodoxa branickii,Rufous-webbed Brilliant,TC004081,ruwbri1,species,8792.0,RWBR,HEBR,
Heliodoxa schreibersii,Black-throated Brilliant,TC004082,bltbri1,species,8794.0,BTBR,HESC,
Heliodoxa aurescens,Gould's Jewelfront,TC004083,goujew1,species,8796.0,GOJE,HEAU,
Heliodoxa rubinoides,Fawn-breasted Brilliant,TC004084,fabbri1,species,8798.0,FBBR,HERU,
Heliodoxa jacula,Green-crowned Brilliant,TC004085,grcbri1,species,8800.0,,HEJA,GCBR
Heliodoxa imperatrix,Empress Brilliant,TC004086,empbri1,species,8802.0,EMBR,HEIM,
Heliodoxa leadbeateri,Violet-fronted Brilliant,TC004087,vifbri1,species,8804.0,VFBR,HELE,
Clytolaema rubricauda,Brazilian Ruby,TC004088,brarub1,species,8806.0,BRRU,CLRU,
Patagona gigas,Giant Hummingbird,TC004089,giahum1,species,8808.0,GIHU,PAGI,
Sternoclyta cyanopectus,Violet-chested Hummingbird,TC004090,vichum2,species,8810.0,VCHU,STCY,
Hylonympha macrocerca,Scissor-tailed Hummingbird,TC004091,scthum1,species,8812.0,STHU,HYMA,
Eugenes fulgens,Magnificent Hummingbird,TC004092,maghum,species,8814.0,RIHU,EUFU,MAHU
Heliomaster longirostris,Long-billed Starthroat,TC004095,lobsta1,species,8820.0,,HELO,LBST
Heliomaster constantii,Plain-capped Starthroat,TC004096,plcsta,species,8822.0,,HECO,PCST
Heliomaster squamosus,Stripe-breasted Starthroat,TC004097,stbsta1,species,8824.0,SBST,HESQ,
Heliomaster furcifer,Blue-tufted Starthroat,TC004098,bltsta2,species,8826.0,BTST,HEFU,
Panterpe insignis,Fiery-throated Hummingbird,TC004099,fithum1,species,8828.0,,PAIN,FTHU
Lampornis viridipallens,Green-throated Mountain-gem,TC004100,gtmgem1,species,8830.0,GTMO,LAVI,GTMG
Lampornis sybillae,Green-breasted Mountain-gem,TC004101,gbmgem1,species,8832.0,GBMO,LASY,GBMG
Lampornis amethystinus,Amethyst-throated Hummingbird,TC004102,amthum1,species,8834.0,ATMO,LAAM,ATHU
Lampornis clemenciae,Blue-throated Hummingbird,TC004105,buthum,species,8840.0,BTMO BTHU,LACL,BTHH
Lampornis hemileucus,White-bellied Mountain-gem,TC004106,wbmgem1,species,8842.0,WBMO,LAHE,WBMG
Lampornis calolaemus,Purple-throated Mountain-gem,TC004107,ptmgem,species,8844.0,PTMO,LACA,PTMG
Lampornis castaneoventris,White-throated Mountain-gem,TC004108,wtmgem1,species,8846.0,WTTM,LACA,WTMG
Lamprolaima rhami,Garnet-throated Hummingbird,TC004111,gathum1,species,8852.0,GTHU,LARH,GATH
Myrtis fanny,Purple-collared Woodstar,TC004112,pucwoo1,species,8854.0,PCWO,MYFA,
Eulidia yarrellii,Chilean Woodstar,TC004113,chiwoo1,species,8856.0,CHWO,EUYA,
Rhodopis vesper,Oasis Hummingbird,TC004114,oashum1,species,8858.0,OAHU,RHVE,
Thaumastura cora,Peruvian Sheartail,TC004115,pershe2,species,8860.0,PESH,THCO,
Chaetocercus mulsant,White-bellied Woodstar,TC004116,whbwoo6,species,8862.0,WBWO,CHMU,
Chaetocercus bombus,Little Woodstar,TC004117,litwoo5,species,8864.0,LIWO,CHBO,
Chaetocercus heliodor,Gorgeted Woodstar,TC004118,gorwoo2,species,8866.0,GOWO,CHHE,
Chaetocercus astreans,Santa Marta Woodstar,TC004119,samwoo2,species,8868.0,SMWO,CHAS,
Chaetocercus berlepschi,Esmeraldas Woodstar,TC004120,esmwoo2,species,8870.0,ESWO,CHBE,
Chaetocercus jourdanii,Rufous-shafted Woodstar,TC004121,ruswoo1,species,8872.0,RSWO,CHJO,
Myrmia micrura,Short-tailed Woodstar,TC004122,shtwoo1,species,8874.0,STWO,MYMI,
Microstilbon burmeisteri,Slender-tailed Woodstar,TC004123,sltwoo1,species,8876.0,STWO,MIBU,
Doricha enicura,Slender Sheartail,TC004124,sleshe1,species,8878.0,,DOEN,SLSH
Doricha eliza,Mexican Sheartail,TC004125,mexshe1,species,8880.0,,DOEL,MESH
Tilmatura dupontii,Sparkling-tailed Hummingbird,TC004126,spthum1,species,8882.0,STWO STHU,TIDU,SKTH
Calothorax lucifer,Lucifer Hummingbird,TC004127,luchum,species,8884.0,LUSH,CALU,LUHU
Calothorax pulcher,Beautiful Hummingbird,TC004128,beahum1,species,8886.0,BEHU BESH,CAPU,BEAH
Calliphlox evelynae,Bahama Woodstar,TC004129,bahwoo,species,8888.0,,CAEV,BAWO
Calliphlox lyrura,Inagua Woodstar,TC014701,inawoo2,species,8888.2,INWO,CALY,
Calliphlox bryantae,Magenta-throated Woodstar,TC004130,matwoo1,species,8890.0,,CABR,MTWO
Calliphlox mitchellii,Purple-throated Woodstar,TC004131,putwoo1,species,8892.0,,CAMI,PTWO
Calliphlox amethystina,Amethyst Woodstar,TC004132,amewoo1,species,8894.0,AMWO,CAAM,
Archilochus colubris,Ruby-throated Hummingbird,TC004133,rthhum,species,8896.0,,ARCO,RTHU
Archilochus alexandri,Black-chinned Hummingbird,TC004134,bkchum,species,8898.0,,ARAL,BCHU
Mellisuga minima,Vervain Hummingbird,TC004136,verhum1,species,8902.0,,MEMI,VEHU
Mellisuga helenae,Bee Hummingbird,TC004137,beehum1,species,8904.0,BEHU,MEHE,BEEH
Calypte anna,Anna's Hummingbird,TC004138,annhum,species,8906.0,,CAAN,ANHU
Calypte costae,Costa's Hummingbird,TC004142,coshum,species,8914.0,,CACO,COHU
Atthis heloisa,Bumblebee Hummingbird,TC004144,bumhum,species,8918.0,,ATHE,BUHU
Atthis ellioti,Wine-throated Hummingbird,TC004145,withum1,species,8920.0,WTHU,ATEL,WTHH
Selasphorus platycercus,Broad-tailed Hummingbird,TC004146,brthum,species,8922.0,BTHU,SEPL,BTAH
Selasphorus rufus,Rufous Hummingbird,TC004147,rufhum,species,8924.0,,SERU,RUHU
Selasphorus sasin,Allen's Hummingbird,TC004148,allhum,species,8926.0,,SESA,ALHU
Selasphorus flammula,Volcano Hummingbird,TC004152,volhum1,species,8934.0,,SEFL,VOHU
Selasphorus ardens,Glow-throated Hummingbird,TC004156,glthum1,species,8942.0,GTHU,SEAR,GLTH
Selasphorus scintilla,Scintillant Hummingbird,TC004157,scihum1,species,8944.0,,SESC,SCHU
Selasphorus calliope,Calliope Hummingbird,TC004159,calhum,species,8946.0,,SECA,CAHU
Chlorostilbon melanorhynchus,Western Emerald,TC004160,weseme1,species,8950.0,WEEM,CHME,
Chlorostilbon gibsoni,Red-billed Emerald,TC004161,rebeme1,species,8952.0,RBEM,CHGI,
Chlorostilbon mellisugus,Blue-tailed Emerald,TC004162,blteme1,species,8954.0,BTEM,CHME,
Chlorostilbon auriceps,Golden-crowned Emerald,TC004163,goceme1,species,8956.0,,CHAU,GCEM
Chlorostilbon forficatus,Cozumel Emerald,TC004164,cozeme1,species,8958.0,,CHFO,COEM
Chlorostilbon canivetii,Canivet's Emerald,TC004165,caneme1,species,8960.0,,CHCA,CAEM
Chlorostilbon assimilis,Garden Emerald,TC004168,gareme1,species,8966.0,,CHAS,GAEM
Chlorostilbon olivaresi,Chiribiquete Emerald,TC004169,chieme1,species,8968.0,CHEM,CHOL,
Chlorostilbon ricordii,Cuban Emerald,TC004170,cubeme1,species,8970.0,,CHRI,CUEM
Chlorostilbon bracei,Brace's Emerald,TC004171,braeme1,species,8972.0,,CHBR,BREM
Chlorostilbon swainsonii,Hispaniolan Emerald,TC004172,hiseme1,species,8974.0,,CHSW,HIEM
Chlorostilbon maugaeus,Puerto Rican Emerald,TC004173,pureme1,species,8976.0,,CHMA,PREM
Chlorostilbon lucidus,Glittering-bellied Emerald,TC004174,glbeme1,species,8978.0,GBEM,CHLU,
